model_type,subtype,gene_id,chr,type,MiXcan_snp_num,filtered_snp_num,used_indel,used_palindromic,Z_1_join,p_1_join,Z_2_join,p_2_join,p_join
predixcanlike,Luminal_A,ENSG00000198914.3,2,NonSpecific,11,11,0,0,-1.42304395794285,0.154723412706954,-1.42304395794285,0.154723412706954,0.154723412706954
predixcanlike,Luminal_B,ENSG00000198914.3,2,NonSpecific,11,11,0,0,-1.98355226524769,0.0473057751126774,-1.98355226524769,0.0473057751126774,0.0473057751126774
predixcanlike,Luminal_B_HER2Neg,ENSG00000198914.3,2,NonSpecific,11,11,0,0,0.964646915573583,0.334721692163924,0.964646915573583,0.334721692163924,0.334721692163924
predixcanlike,HER2_Enriched,ENSG00000198914.3,2,NonSpecific,11,11,0,0,-1.4987185121779,0.133946672137277,-1.4987185121779,0.133946672137277,0.133946672137277
predixcanlike,Triple_Neg,ENSG00000198914.3,2,NonSpecific,11,11,0,0,-1.24957585517175,0.211454527739174,-1.24957585517175,0.211454527739174,0.211454527739174
predixcanlike,Luminal_A,ENSG00000224397.5,20,NonSpecific,5,5,0,2,-0.505401220410248,0.613277061861994,-0.505401220410248,0.613277061861994,0.613277061861994
predixcanlike,Luminal_B,ENSG00000224397.5,20,NonSpecific,5,5,0,2,-0.356977942905266,0.721108318312909,-0.356977942905266,0.721108318312909,0.721108318312909
predixcanlike,Luminal_B_HER2Neg,ENSG00000224397.5,20,NonSpecific,5,5,0,2,-0.534172725020894,0.59322203777219,-0.534172725020894,0.59322203777219,0.59322203777219
predixcanlike,HER2_Enriched,ENSG00000224397.5,20,NonSpecific,5,5,0,2,-1.51294148526275,0.130294522928323,-1.51294148526275,0.130294522928323,0.130294522928323
predixcanlike,Triple_Neg,ENSG00000224397.5,20,NonSpecific,5,5,0,2,-1.86150323448019,0.0626731442940201,-1.86150323448019,0.0626731442940201,0.0626731442940201
predixcanlike,Luminal_A,ENSG00000226445.1,6,NonSpecific,5,5,0,0,5.37231555154134,7.77319256467962e-08,5.37231555154134,7.77319256467962e-08,7.77319256735764e-08
predixcanlike,Luminal_B,ENSG00000226445.1,6,NonSpecific,5,5,0,0,-3.17005405861108,0.00152410579533415,-3.17005405861108,0.00152410579533415,0.00152410579533414
predixcanlike,Luminal_B_HER2Neg,ENSG00000226445.1,6,NonSpecific,5,5,0,0,1.68808573278687,0.0913947727853555,1.68808573278687,0.0913947727853555,0.0913947727853555
predixcanlike,HER2_Enriched,ENSG00000226445.1,6,NonSpecific,5,5,0,0,0.255044502951813,0.798688727103601,0.255044502951813,0.798688727103601,0.798688727103601
predixcanlike,Triple_Neg,ENSG00000226445.1,6,NonSpecific,5,5,0,0,2.27129273039093,0.0231292630184869,2.27129273039093,0.0231292630184869,0.0231292630184869
predixcanlike,Luminal_A,ENSG00000232871.8,19,NonSpecific,17,17,0,2,2.39311732094256,0.0167058982490488,2.39311732094256,0.0167058982490488,0.0167058982490488
predixcanlike,Luminal_B,ENSG00000232871.8,19,NonSpecific,17,17,0,2,5.17215511213896,2.31409358076367e-07,5.17215511213896,2.31409358076367e-07,2.31409358085044e-07
predixcanlike,Luminal_B_HER2Neg,ENSG00000232871.8,19,NonSpecific,17,17,0,2,1.76437622544655,0.0776686581720374,1.76437622544655,0.0776686581720374,0.0776686581720374
predixcanlike,HER2_Enriched,ENSG00000232871.8,19,NonSpecific,17,17,0,2,-0.0660790008306921,0.947314929214752,-0.0660790008306921,0.947314929214752,0.947314929214752
predixcanlike,Triple_Neg,ENSG00000232871.8,19,NonSpecific,17,17,0,2,1.4092387348228,0.158764587671964,1.4092387348228,0.158764587671964,0.158764587671964
predixcanlike,Luminal_A,ENSG00000236036.1,13,NonSpecific,3,3,0,1,-0.97281933037857,0.330643103637157,-0.97281933037857,0.330643103637157,0.330643103637157
predixcanlike,Luminal_B,ENSG00000236036.1,13,NonSpecific,3,3,0,1,-0.739342855479077,0.459698832478966,-0.739342855479077,0.459698832478966,0.459698832478966
predixcanlike,Luminal_B_HER2Neg,ENSG00000236036.1,13,NonSpecific,3,3,0,1,1.48064775871837,0.13870046175201,1.48064775871837,0.13870046175201,0.13870046175201
predixcanlike,HER2_Enriched,ENSG00000236036.1,13,NonSpecific,3,3,0,1,-0.269194134489453,0.787780293733548,-0.269194134489453,0.787780293733548,0.787780293733548
predixcanlike,Triple_Neg,ENSG00000236036.1,13,NonSpecific,3,3,0,1,-0.44134471492065,0.65896345932511,-0.44134471492065,0.65896345932511,0.65896345932511
predixcanlike,Luminal_A,ENSG00000257800.1,2,NonSpecific,4,4,0,2,-0.826409958377596,0.408571576293974,-0.826409958377596,0.408571576293974,0.408571576293974
predixcanlike,Luminal_B,ENSG00000257800.1,2,NonSpecific,4,4,0,2,-1.23086529735143,0.218373248642135,-1.23086529735143,0.218373248642135,0.218373248642135
predixcanlike,Luminal_B_HER2Neg,ENSG00000257800.1,2,NonSpecific,4,4,0,2,0.151978965212073,0.87920352624507,0.151978965212073,0.87920352624507,0.87920352624507
predixcanlike,HER2_Enriched,ENSG00000257800.1,2,NonSpecific,4,4,0,2,-1.34182880934882,0.179651508776707,-1.34182880934882,0.179651508776707,0.179651508776707
predixcanlike,Triple_Neg,ENSG00000257800.1,2,NonSpecific,4,4,0,2,0.573673041379045,0.566189074463305,0.573673041379045,0.566189074463305,0.566189074463305
predixcanlike,Luminal_A,ENSG00000277147.4,1,NonSpecific,3,1,0,1,1.043682,0.296632540447009,1.043682,0.296632540447009,0.296632540447009
predixcanlike,Luminal_B,ENSG00000277147.4,1,NonSpecific,3,1,0,1,2.225555,0.0260440032343336,2.225555,0.0260440032343336,0.0260440032343336
predixcanlike,Luminal_B_HER2Neg,ENSG00000277147.4,1,NonSpecific,3,1,0,1,0.287439,0.773776202824295,0.287439,0.773776202824295,0.773776202824295
predixcanlike,HER2_Enriched,ENSG00000277147.4,1,NonSpecific,3,1,0,1,0.772029,0.440097251700706,0.772029,0.440097251700706,0.440097251700706
predixcanlike,Triple_Neg,ENSG00000277147.4,1,NonSpecific,3,1,0,1,2.148982,0.0316358268385647,2.148982,0.0316358268385647,0.0316358268385648
